brand,model,form_factor,has_microphone,is_wireless,type,color,price_usd,min_freq,max_freq,color_yellow,color_gray,color_orange,color_purple,color_beige,color_blue,color_pink,color_gold,color_amber,color_green,color_silver,color_gunmetal,color_black,color_red,color_white,color_brown,color_camo,color_copper,color_multicolor,brand_grouped,brand_encoded,price_cat
Razer,BlackShark V2 X,0,1,0,0,Black / Green,59.99,12.0,28000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Carcharias,0,1,0,0,Black,69.98,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Kraken,0,1,0,0,Black,187.52,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Razer,22,2
Razer,Kraken 7.1 V2,0,1,0,0,Black / Green,250.0,12.0,28000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Razer,22,2
Razer,Kraken Forged,0,1,0,0,Black / Silver,99.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Kraken Forged,0,0,0,0,Black / Silver,99.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Kraken Pro,0,1,0,0,Black / Green,180.86,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Razer,22,2
Razer,Kraken Pro 2015,0,1,0,0,Black / Green,158.26,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Kraken Ultimate,0,1,0,0,Black,129.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Kraken X,0,1,0,0,Black,49.99,12.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,NARI,0,1,1,0,Black / Green,149.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,NARI ESSENTIAL,0,1,1,0,Black,84.0,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,NARI ULTIMATE,0,1,1,0,Black / Green,199.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Razer,22,2
Razer,RZ12-01110100-R3U1,0,0,0,0,Black / Silver,149.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Tiamat 2.2,0,1,0,0,Black,140.95,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Razer,22,1
Razer,Tiamat 7.1 V2,0,1,0,0,Black / Silver,64.95,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Razer,22,1
Rosewill,Audiowave H9000,0,1,1,0,Black,55.41,20.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Rosewill,NEBULA GX51,0,1,0,0,Black,99.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Rosewill,RHTS-11004,0,0,0,0,Black / Silver,94.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Other,17,1
SIVGA,SVIGA SV007,0,0,0,0,Brown / Black,99.82,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Other,17,1
Sades,SA-902-B,0,1,0,0,Black / Red,24.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Other,17,0
Sennheiser,AMPERIOR-BL,1,0,0,0,Black / Silver,299.99,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,CC 510,1,1,0,0,Black,95.66,300.0,3400.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,CC550,1,1,0,0,Black,128.62,300.0,3400.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,CC550 IP,1,0,0,0,Black,149.95,150.0,6800.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GAME ONE,0,1,0,1,Black / Red,299.99,15.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,2
Sennheiser,GAME ONE,0,1,0,0,Black / Red,131.99,15.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GAME ONE Black,0,1,0,1,Black / White,131.99,15.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Sennheiser,23,1
Sennheiser,GAME ZERO,0,1,0,0,Black / Red,164.99,10.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GAME ZERO Black,0,1,0,1,Black / Red,164.99,10.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GSP 300,0,1,0,0,Black / Blue,75.0,15.0,26000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GSP 350,0,1,0,0,Black / Red,139.95,15.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GSP 370,0,1,1,0,Black,195.98,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,GSP 500,0,1,0,2,Black / Red,178.63,10.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GSP 550,0,1,0,2,Green / Black,206.1,10.0,30000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,GSP 600,0,1,0,0,Black / Red,178.0,10.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sennheiser,23,1
Sennheiser,GSP 670,0,1,1,0,Black,288.99,10.0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,HD 202 II,0,0,0,0,Black,149.99,18.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,HD 280 PRO,0,0,0,0,Black,99.95,8.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,HD 4.40BT,0,1,1,0,Black,99.99,18.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,HD 428 SC,0,0,0,0,Black,258.0,18.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,HD 558,0,0,0,1,Black / Silver,199.99,15.0,28000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,HD 559,0,0,0,1,Black,99.95,14.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,HD 569,0,1,0,0,Black,149.94,10.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,HD 579,0,0,0,1,Gray,219.0,15.0,28000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,HD 599,0,0,0,1,White / Brown,199.95,12.0,38500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Sennheiser,23,2
Sennheiser,HD25-1  II,1,0,0,0,Black,249.95,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,M2 AEG Black,0,1,0,0,Black / Silver,248.0,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,M2 AEi Black,1,1,0,0,Black / Silver,239.99,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,M2 AEi Ivory,0,1,0,0,Brown,349.99,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sennheiser,23,2
Sennheiser,M2 OEG Ivory,0,1,0,0,Black / White,289.99,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Sennheiser,23,2
Sennheiser,M2 OEi Black,1,1,0,0,Black / Silver,199.95,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,M2 OEi Brown,1,1,0,0,Brown / Black,204.99,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Sennheiser,23,2
Sennheiser,M3AEBTXL,0,0,1,0,Black / Silver,329.0,6.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,M3AEBTXL Sandy White,0,0,1,0,White / Silver,349.95,6.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Sennheiser,23,2
Sennheiser,Momentum Black,1,0,0,0,Black / Silver,159.97,16.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,PC 5 CHAT,1,1,0,0,Black,19.9,42.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,0
Sennheiser,PC330,0,1,0,0,Black / Silver,89.99,14.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,PX360,0,0,0,0,Black,159.0,15.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,RS 120,1,0,1,1,Black / Silver,79.95,22.0,19500.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,1
Sennheiser,RS 170,0,0,0,0,Black / Silver,279.95,18.0,21000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,RS 175,0,0,1,0,Black / Silver,252.94,17.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,2
Sennheiser,SC260,1,1,0,0,Black / Silver,74.99,150.0,6800.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sennheiser,23,1
Shure,SRH440,0,0,0,0,Black,79.0,10.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Shure,SRH750DJ,0,0,0,0,Black / Silver,149.0,5.0,30000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Other,17,1
Shure,SRH840,0,0,0,0,Black,129.0,5.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Skullcandy,Crusher,0,0,1,0,Black,148.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S5URFZ-101,1,0,0,0,Black / Blue,39.99,20.0,20000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Skullcandy,24,0
Skullcandy,S6AGDZ-150,0,0,0,0,Red / Amber,17.98,18.0,20000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Skullcandy,24,0
Skullcandy,S6HSDZ-072,0,1,0,0,Black / White,69.98,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-K033,0,1,1,0,Black,67.61,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-K613,0,1,1,0,Red,68.9,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-K617,0,1,1,0,Blue,55.0,20.0,20000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-K625,0,1,1,0,Gray,70.95,20.0,20000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-L638,0,1,1,0,Green / Black,99.0,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-L678,0,1,1,0,White,79.93,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-M685,0,1,1,0,Red,69.0,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skullcandy,24,1
Skullcandy,S6HTW-M687,0,1,1,0,Green,70.59,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Skullcandy,24,1
Sony,MDR-770LP,1,0,0,0,Black,29.95,12.0,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sony,25,0
Sony,MDR-X05/RB,1,0,0,0,Black / Red,168.99,4.0,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sony,25,1
Sony,MDR-XB300,1,0,0,0,Black / Silver,190.77,5.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sony,25,2
Sony,MDR-XD100,0,0,0,0,Black / Silver,69.95,12.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sony,25,1
Sony,MDR-ZX100/WHT,1,0,0,0,White,20.99,12.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sony,25,0
Sony,MDR10RBLK,0,1,0,0,Black / Silver,289.99,5.0,40000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sony,25,2
Sony,MDRNC200D,1,0,0,0,Black,179.95,8.0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sony,25,2
Sony,MDRX10BLK,1,0,0,0,Black / Silver,284.88,3.0,29000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sony,25,2
Sony,MDRXB200/D,1,0,0,0,Black / Orange,34.9,5.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sony,25,0
Sony,MDRXB200/V,1,0,0,0,White / Purple,26.9,5.0,22000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sony,25,0
Sony,WH-1000XM3,0,0,1,0,Black,235.18,4.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sony,25,2
Sony,WH1000XM4,0,0,1,0,Silver,298.0,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sony,25,2
Sony,WH1000XM4,0,0,1,0,Black,298.0,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sony,25,2
Sony,ZX110 (Black),1,1,0,0,Black,24.99,12.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sony,25,0
SoundMAGIC,HP150,0,0,0,0,Black,147.47,10.0,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Status Audio,CB-1,0,0,0,0,Black / Gold,69.0,15.0,30000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
SteelSeries,5Hv3,0,1,0,0,Black / Red,124.02,16.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,SteelSeries,26,1
SteelSeries,ARCTIS 5 (2019 Edition),0,1,0,0,Black,99.99,20.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,ARCTIS 7 2019 Edition,0,1,1,0,White / Black,283.0,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SteelSeries,26,2
SteelSeries,ARCTIS 7 2019 Edition,0,1,1,0,Black,149.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,Arctis 1,0,1,0,0,Black,50.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,Arctis 1,0,1,0,0,Black,49.97,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,Arctis 1 Wireless,0,1,1,0,Black,99.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,Arctis 3 Bluetooth (2019 Edition),0,1,0,0,Black,93.98,20.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,Arctis 7,0,1,1,0,Black,249.98,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,2
SteelSeries,Arctis Pro,0,1,0,0,Black,179.99,10.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,2
SteelSeries,Arctis Pro + GameDAC,0,1,0,0,Black,249.99,10.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,2
SteelSeries,Arctis Pro Wireless,0,1,1,0,Black,329.99,10.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,2
SteelSeries,Elite Prism,0,1,0,0,Black,95.0,16.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
SteelSeries,Siberia 350 (Black/Orange),0,1,0,0,Black / Orange,359.79,20.0,28000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,2
SteelSeries,Siberia 350 (White/Black),0,1,0,0,White / Black,165.99,20.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SteelSeries,26,1
SteelSeries,Siberia 650,0,1,0,0,Orange / White,149.99,16.0,28000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SteelSeries,26,1
SteelSeries,Siberia V2,0,1,0,0,Black / Yellow,199.0,18.0,28000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,2
SteelSeries,Siberia v2,0,1,0,0,White,308.39,18.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SteelSeries,26,2
SteelSeries,Siberia v2,0,1,0,0,Black / White,224.95,18.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SteelSeries,26,2
SteelSeries,v3,0,1,0,0,Black / Orange,158.81,20.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SteelSeries,26,1
Superlux,HD-681EVO,0,0,0,2,Black,43.99,10.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,0
Superlux,HD681,0,0,0,2,Black / Red,34.95,10.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Other,17,0
Syba,CL-AUD63032,0,1,0,0,White / Purple,19.95,20.0,20000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Syba,27,0
Syba,CL-AUD63033,0,1,0,0,White / Silver,10.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Syba,27,0
Syba,CL-AUD63035,0,1,0,0,Blue / White,11.99,20.0,20000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Syba,27,0
Syba,CL-AUD63089,0,1,0,0,Black / White,19.55,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Syba,27,0
Syba,CM-5008-U,1,1,0,0,Black / Silver,42.94,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Syba,27,0
Syba,CM-502,0,1,0,0,Black / Silver,16.3,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Syba,27,0
Syba,CM-5023,1,1,0,0,Black / Silver,9.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Syba,27,0
Syba,COBRA,0,1,0,0,Black / White,78.24,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Syba,27,1
Syba,GamesterGear PC200,0,1,0,0,Black / Red,57.75,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Syba,27,1
Syba,OG-AUD63072,0,1,0,0,Black / Red,40.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Syba,27,0
Syba,Oblanc U.F.O.,0,1,0,0,Black / Silver,65.4,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Syba,27,1
Syba,SHELL,0,1,0,0,Orange / White,33.99,20.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Syba,27,0
Syba,SHELL210,0,1,0,0,Black / Red,40.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Syba,27,0
Syba,U.F.O.,0,1,0,0,Black / Yellow,29.99,20.0,20000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Syba,27,0
Thermaltake,HT-DRS007OEWH,0,0,0,0,Multicolor,46.18,10.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Thermaltake,28,1
Thermaltake,Level 10 M,0,1,0,0,Black / Red,36.01,10.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Thermaltake,28,0
Thermaltake,Level 10 M,0,1,0,0,Black / Red,54.99,10.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Thermaltake,28,1
Thermaltake,Pulse G100,0,1,0,0,Black,39.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Thermaltake,28,0
Thermaltake,SHOCK,0,1,0,0,Black / Yellow,34.99,20.0,20000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Thermaltake,28,0
Thermaltake,SHOCK 3D 7.1,0,1,0,0,Black / Red,59.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Thermaltake,28,1
Thermaltake,VERTO,0,1,0,0,Black / Red,79.93,10.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Thermaltake,28,1
Turtle Beach,EAR FORCE Recon 50X,0,1,0,0,Black / Green,28.98,20.0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Turtle Beach,29,0
Turtle Beach,Ear Force DP11,0,1,0,0,Black / Red,69.95,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Turtle Beach,29,1
Turtle Beach,Elite Atlas Aero,0,1,0,0,Black,99.99,12.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Turtle Beach,29,1
Turtle Beach,Heroes of the Storm,0,1,0,0,Black / Blue,61.15,20.0,20000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Turtle Beach,29,1
Turtle Beach,M3,1,0,0,0,Black,45.69,30.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Turtle Beach,29,1
Turtle Beach,P11,0,1,0,0,Black / Red,53.75,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Turtle Beach,29,1
Turtle Beach,TBS-3303-01,0,0,0,0,Black / Blue,28.98,20.0,20000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Turtle Beach,29,0
V-MODA,CROSSFADE M-100 BLACK,0,0,0,0,Black,231.33,5.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,2
V-MODA,CROSSFADE M-100 SHADOW,0,0,0,0,Black / Silver,299.93,5.0,30000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Other,17,2
V-MODA,CROSSFADE M-100 SILVER,0,0,0,0,Silver,249.99,5.0,30000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other,17,2
Yamaha,CM500,0,1,0,0,Black,59.99,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Yamaha,HPH-200BL,1,0,0,0,Black / Silver,79.98,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Other,17,1
Yamaha,RH1C,1,0,0,1,Black,19.95,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,0
Yamaha,RH5MA,1,0,0,0,Black,157.59,20.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,17,1
Zalman,ZM-DS4FWhite,0,0,0,0,White / Black,29.99,50.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Other,17,0
